period,country,sex,age,agecode,prev
2020 to 2022,Scotland,Male,<1,1,0.943934237591536
2020 to 2022,Scotland,Male,01 to 04,2,0.939697391779759
2020 to 2022,Scotland,Male,05 to 09,3,0.933067424076082
2020 to 2022,Scotland,Male,10 to 14,4,0.923408156410216
2020 to 2022,Scotland,Male,15 to 19,5,0.909938899255669
2020 to 2022,Scotland,Male,20 to 24,6,0.891326940060564
2020 to 2022,Scotland,Male,25 to 29,7,0.873779300487211
2020 to 2022,Scotland,Male,30 to 34,8,0.854611379424773
2020 to 2022,Scotland,Male,35 to 39,9,0.833695938936986
2020 to 2022,Scotland,Male,40 to 44,10,0.80781913579534
2020 to 2022,Scotland,Male,45 to 49,11,0.777237864767024
2020 to 2022,Scotland,Male,50 to 54,12,0.743969963889057
2020 to 2022,Scotland,Male,55 to 59,13,0.707182571896824
2020 to 2022,Scotland,Male,60 to 64,14,0.665118550591235
2020 to 2022,Scotland,Male,65 to 69,15,0.626132356611176
2020 to 2022,Scotland,Male,70 to 74,16,0.584605424227482
2020 to 2022,Scotland,Male,75 to 79,17,0.536442231193883
2020 to 2022,Scotland,Male,80 to 84,18,0.480164607897039
2020 to 2022,Scotland,Male,85 to 89,19,0.421884821196068
2020 to 2022,Scotland,Male,90+,20,0.352110978158159
2020 to 2022,Scotland,Female,<1,1,0.912963056371271
2020 to 2022,Scotland,Female,01 to 04,2,0.907669162061104
2020 to 2022,Scotland,Female,05 to 09,3,0.902780169993018
2020 to 2022,Scotland,Female,10 to 14,4,0.891403933174976
2020 to 2022,Scotland,Female,15 to 19,5,0.860894836888757
2020 to 2022,Scotland,Female,20 to 24,6,0.837332701653369
2020 to 2022,Scotland,Female,25 to 29,7,0.824252736405675
2020 to 2022,Scotland,Female,30 to 34,8,0.809239530770754
2020 to 2022,Scotland,Female,35 to 39,9,0.792795948385172
2020 to 2022,Scotland,Female,40 to 44,10,0.771377784221608
2020 to 2022,Scotland,Female,45 to 49,11,0.745683133334349
2020 to 2022,Scotland,Female,50 to 54,12,0.716062777261973
2020 to 2022,Scotland,Female,55 to 59,13,0.68853461941589
2020 to 2022,Scotland,Female,60 to 64,14,0.658763687841843
2020 to 2022,Scotland,Female,65 to 69,15,0.638060979838907
2020 to 2022,Scotland,Female,70 to 74,16,0.611925996661257
2020 to 2022,Scotland,Female,75 to 79,17,0.561259077192336
2020 to 2022,Scotland,Female,80 to 84,18,0.491759838552301
2020 to 2022,Scotland,Female,85 to 89,19,0.425619014515301
2020 to 2022,Scotland,Female,90+,20,0.374939946117067
2021 to 2023,Scotland,Male,<1,1,0.93061252977089
2021 to 2023,Scotland,Male,01 to 04,2,0.926588729981529
2021 to 2023,Scotland,Male,05 to 09,3,0.919747529743753
2021 to 2023,Scotland,Male,10 to 14,4,0.909930880471454
2021 to 2023,Scotland,Male,15 to 19,5,0.896665376218015
2021 to 2023,Scotland,Male,20 to 24,6,0.878821614890599
2021 to 2023,Scotland,Male,25 to 29,7,0.861630711927898
2021 to 2023,Scotland,Male,30 to 34,8,0.842831899132227
2021 to 2023,Scotland,Male,35 to 39,9,0.822344626457848
2021 to 2023,Scotland,Male,40 to 44,10,0.797328607999766
2021 to 2023,Scotland,Male,45 to 49,11,0.768057268302855
2021 to 2023,Scotland,Male,50 to 54,12,0.736438237421873
2021 to 2023,Scotland,Male,55 to 59,13,0.701657502612531
2021 to 2023,Scotland,Male,60 to 64,14,0.662244472032989
2021 to 2023,Scotland,Male,65 to 69,15,0.624802148450813
2021 to 2023,Scotland,Male,70 to 74,16,0.585128575451251
2021 to 2023,Scotland,Male,75 to 79,17,0.539700194812631
2021 to 2023,Scotland,Male,80 to 84,18,0.487122804782642
2021 to 2023,Scotland,Male,85 to 89,19,0.432511984247989
2021 to 2023,Scotland,Male,90+,20,0.364641311704335
2021 to 2023,Scotland,Female,<1,1,0.9112989700662
2021 to 2023,Scotland,Female,01 to 04,2,0.905884219133813
2021 to 2023,Scotland,Female,05 to 09,3,0.900426404076011
2021 to 2023,Scotland,Female,10 to 14,4,0.88839659998541
2021 to 2023,Scotland,Female,15 to 19,5,0.857795362127541
2021 to 2023,Scotland,Female,20 to 24,6,0.833879567661844
2021 to 2023,Scotland,Female,25 to 29,7,0.820063679552642
2021 to 2023,Scotland,Female,30 to 34,8,0.804231234971207
2021 to 2023,Scotland,Female,35 to 39,9,0.787153468594736
2021 to 2023,Scotland,Female,40 to 44,10,0.765063310785727
2021 to 2023,Scotland,Female,45 to 49,11,0.738645233483417
2021 to 2023,Scotland,Female,50 to 54,12,0.708555461496832
2021 to 2023,Scotland,Female,55 to 59,13,0.680389582253184
2021 to 2023,Scotland,Female,60 to 64,14,0.649072267482238
2021 to 2023,Scotland,Female,65 to 69,15,0.627516725721289
2021 to 2023,Scotland,Female,70 to 74,16,0.601251497723875
2021 to 2023,Scotland,Female,75 to 79,17,0.551048130771125
2021 to 2023,Scotland,Female,80 to 84,18,0.481973344914414
2021 to 2023,Scotland,Female,85 to 89,19,0.415456925718582
2021 to 2023,Scotland,Female,90+,20,0.36104619680012
2022 to 2024,Scotland,Male,<1,1,0.925838888481186
2022 to 2024,Scotland,Male,01 to 04,2,0.92146730702991
2022 to 2024,Scotland,Male,05 to 09,3,0.913948422981593
2022 to 2024,Scotland,Male,10 to 14,4,0.903417248212918
2022 to 2024,Scotland,Male,15 to 19,5,0.889471936129942
2022 to 2024,Scotland,Male,20 to 24,6,0.870945603468841
2022 to 2024,Scotland,Male,25 to 29,7,0.853229352660289
2022 to 2024,Scotland,Male,30 to 34,8,0.833994095886777
2022 to 2024,Scotland,Male,35 to 39,9,0.813169417213917
2022 to 2024,Scotland,Male,40 to 44,10,0.787765964913873
2022 to 2024,Scotland,Male,45 to 49,11,0.758092399470368
2022 to 2024,Scotland,Male,50 to 54,12,0.726212446629151
2022 to 2024,Scotland,Male,55 to 59,13,0.691234273187765
2022 to 2024,Scotland,Male,60 to 64,14,0.651647163762906
2022 to 2024,Scotland,Male,65 to 69,15,0.614049314498867
2022 to 2024,Scotland,Male,70 to 74,16,0.57436200646931
2022 to 2024,Scotland,Male,75 to 79,17,0.528919944069703
2022 to 2024,Scotland,Male,80 to 84,18,0.476216203670783
2022 to 2024,Scotland,Male,85 to 89,19,0.421505972296129
2022 to 2024,Scotland,Male,90+,20,0.353533574128999
2022 to 2024,Scotland,Female,<1,1,0.914909384360397
2022 to 2024,Scotland,Female,01 to 04,2,0.908893158209275
2022 to 2024,Scotland,Female,05 to 09,3,0.901840417559283
2022 to 2024,Scotland,Female,10 to 14,4,0.888107499611044
2022 to 2024,Scotland,Female,15 to 19,5,0.856321789156398
2022 to 2024,Scotland,Female,20 to 24,6,0.83099076854649
2022 to 2024,Scotland,Female,25 to 29,7,0.815423388402202
2022 to 2024,Scotland,Female,30 to 34,8,0.797820266551306
2022 to 2024,Scotland,Female,35 to 39,9,0.779059676218434
2022 to 2024,Scotland,Female,40 to 44,10,0.755333332674475
2022 to 2024,Scotland,Female,45 to 49,11,0.727309240819612
2022 to 2024,Scotland,Female,50 to 54,12,0.695768828161873
2022 to 2024,Scotland,Female,55 to 59,13,0.666035418748328
2022 to 2024,Scotland,Female,60 to 64,14,0.632783342399012
2022 to 2024,Scotland,Female,65 to 69,15,0.609438152060521
2022 to 2024,Scotland,Female,70 to 74,16,0.58176189885208
2022 to 2024,Scotland,Female,75 to 79,17,0.530762307292883
2022 to 2024,Scotland,Female,80 to 84,18,0.461148681479647
2022 to 2024,Scotland,Female,85 to 89,19,0.393687209282954
2022 to 2024,Scotland,Female,90+,20,0.335922105499828
2011 to 2013,United Kingdom,Male,<1,1,0.95175345758904
2011 to 2013,United Kingdom,Male,01 to 04,2,0.949779470635485
2011 to 2013,United Kingdom,Male,05 to 09,3,0.946656057925311
2011 to 2013,United Kingdom,Male,10 to 14,4,0.941707318317103
2011 to 2013,United Kingdom,Male,15 to 19,5,0.933190950927177
2011 to 2013,United Kingdom,Male,20 to 24,6,0.918334649621058
2011 to 2013,United Kingdom,Male,25 to 29,7,0.903832944485408
2011 to 2013,United Kingdom,Male,30 to 34,8,0.885892089967309
2011 to 2013,United Kingdom,Male,35 to 39,9,0.862022875146142
2011 to 2013,United Kingdom,Male,40 to 44,10,0.834473966524651
2011 to 2013,United Kingdom,Male,45 to 49,11,0.803549042968878
2011 to 2013,United Kingdom,Male,50 to 54,12,0.765486964927764
2011 to 2013,United Kingdom,Male,55 to 59,13,0.720724299693555
2011 to 2013,United Kingdom,Male,60 to 64,14,0.674870720546692
2011 to 2013,United Kingdom,Male,65 to 69,15,0.63331690317158
2011 to 2013,United Kingdom,Male,70 to 74,16,0.582264629788354
2011 to 2013,United Kingdom,Male,75 to 79,17,0.523005591131671
2011 to 2013,United Kingdom,Male,80 to 84,18,0.459042136099508
2011 to 2013,United Kingdom,Male,85 to 89,19,0.396153673091979
2011 to 2013,United Kingdom,Male,90+,20,0.328296145735889
2011 to 2013,United Kingdom,Female,<1,1,0.943733801418135
2011 to 2013,United Kingdom,Female,01 to 04,2,0.94297954169618
2011 to 2013,United Kingdom,Female,05 to 09,3,0.939584586865484
2011 to 2013,United Kingdom,Female,10 to 14,4,0.932540993829114
2011 to 2013,United Kingdom,Female,15 to 19,5,0.921252922248844
2011 to 2013,United Kingdom,Female,20 to 24,6,0.906711579879128
2011 to 2013,United Kingdom,Female,25 to 29,7,0.889540324835622
2011 to 2013,United Kingdom,Female,30 to 34,8,0.868848664157578
2011 to 2013,United Kingdom,Female,35 to 39,9,0.844147339168529
2011 to 2013,United Kingdom,Female,40 to 44,10,0.81590614858429
2011 to 2013,United Kingdom,Female,45 to 49,11,0.784114824236812
2011 to 2013,United Kingdom,Female,50 to 54,12,0.748594318016265
2011 to 2013,United Kingdom,Female,55 to 59,13,0.709624543756789
2011 to 2013,United Kingdom,Female,60 to 64,14,0.668509774415066
2011 to 2013,United Kingdom,Female,65 to 69,15,0.622812381204153
2011 to 2013,United Kingdom,Female,70 to 74,16,0.572359832378999
2011 to 2013,United Kingdom,Female,75 to 79,17,0.517545155126869
2011 to 2013,United Kingdom,Female,80 to 84,18,0.459367113047588
2011 to 2013,United Kingdom,Female,85 to 89,19,0.398920766757096
2011 to 2013,United Kingdom,Female,90+,20,0.312367254594446
2012 to 2014,United Kingdom,Male,<1,1,0.951051743674088
2012 to 2014,United Kingdom,Male,01 to 04,2,0.949304344854187
2012 to 2014,United Kingdom,Male,05 to 09,3,0.946129366682256
2012 to 2014,United Kingdom,Male,10 to 14,4,0.940919633589465
2012 to 2014,United Kingdom,Male,15 to 19,5,0.931954904732217
2012 to 2014,United Kingdom,Male,20 to 24,6,0.917117452884088
2012 to 2014,United Kingdom,Male,25 to 29,7,0.902566166438758
2012 to 2014,United Kingdom,Male,30 to 34,8,0.88466932798562
2012 to 2014,United Kingdom,Male,35 to 39,9,0.861326566008939
2012 to 2014,United Kingdom,Male,40 to 44,10,0.83419932494327
2012 to 2014,United Kingdom,Male,45 to 49,11,0.803402135785839
2012 to 2014,United Kingdom,Male,50 to 54,12,0.766351812350991
2012 to 2014,United Kingdom,Male,55 to 59,13,0.723423106990899
2012 to 2014,United Kingdom,Male,60 to 64,14,0.678532958140644
2012 to 2014,United Kingdom,Male,65 to 69,15,0.636815097557752
2012 to 2014,United Kingdom,Male,70 to 74,16,0.587284957687215
2012 to 2014,United Kingdom,Male,75 to 79,17,0.529768757913537
2012 to 2014,United Kingdom,Male,80 to 84,18,0.467355678435998
2012 to 2014,United Kingdom,Male,85 to 89,19,0.404599082787585
2012 to 2014,United Kingdom,Male,90+,20,0.332883839547673
2012 to 2014,United Kingdom,Female,<1,1,0.940996988559741
2012 to 2014,United Kingdom,Female,01 to 04,2,0.940011820054688
2012 to 2014,United Kingdom,Female,05 to 09,3,0.936437995850492
2012 to 2014,United Kingdom,Female,10 to 14,4,0.929326361043091
2012 to 2014,United Kingdom,Female,15 to 19,5,0.917391366613234
2012 to 2014,United Kingdom,Female,20 to 24,6,0.902618553262242
2012 to 2014,United Kingdom,Female,25 to 29,7,0.886165891253904
2012 to 2014,United Kingdom,Female,30 to 34,8,0.866260394736455
2012 to 2014,United Kingdom,Female,35 to 39,9,0.842099001206491
2012 to 2014,United Kingdom,Female,40 to 44,10,0.814481942423923
2012 to 2014,United Kingdom,Female,45 to 49,11,0.783324599504676
2012 to 2014,United Kingdom,Female,50 to 54,12,0.748484741070988
2012 to 2014,United Kingdom,Female,55 to 59,13,0.710444516845876
2012 to 2014,United Kingdom,Female,60 to 64,14,0.671156221037397
2012 to 2014,United Kingdom,Female,65 to 69,15,0.626970050645171
2012 to 2014,United Kingdom,Female,70 to 74,16,0.577276905930496
2012 to 2014,United Kingdom,Female,75 to 79,17,0.522403683194559
2012 to 2014,United Kingdom,Female,80 to 84,18,0.46411241907708
2012 to 2014,United Kingdom,Female,85 to 89,19,0.404398941562515
2012 to 2014,United Kingdom,Female,90+,20,0.322344408439895
2013 to 2015,United Kingdom,Male,<1,1,0.949113990271778
2013 to 2015,United Kingdom,Male,01 to 04,2,0.947667575445889
2013 to 2015,United Kingdom,Male,05 to 09,3,0.944616422355825
2013 to 2015,United Kingdom,Male,10 to 14,4,0.939310441957312
2013 to 2015,United Kingdom,Male,15 to 19,5,0.930137523445894
2013 to 2015,United Kingdom,Male,20 to 24,6,0.915559321854353
2013 to 2015,United Kingdom,Male,25 to 29,7,0.901003876543149
2013 to 2015,United Kingdom,Male,30 to 34,8,0.883162554745785
2013 to 2015,United Kingdom,Male,35 to 39,9,0.86033027420628
2013 to 2015,United Kingdom,Male,40 to 44,10,0.833663238801671
2013 to 2015,United Kingdom,Male,45 to 49,11,0.803131805539532
2013 to 2015,United Kingdom,Male,50 to 54,12,0.767128887956591
2013 to 2015,United Kingdom,Male,55 to 59,13,0.725964079872702
2013 to 2015,United Kingdom,Male,60 to 64,14,0.682152698777444
2013 to 2015,United Kingdom,Male,65 to 69,15,0.640313872881871
2013 to 2015,United Kingdom,Male,70 to 74,16,0.592134652555693
2013 to 2015,United Kingdom,Male,75 to 79,17,0.536368743980535
2013 to 2015,United Kingdom,Male,80 to 84,18,0.475647232190528
2013 to 2015,United Kingdom,Male,85 to 89,19,0.413425996806351
2013 to 2015,United Kingdom,Male,90+,20,0.338356835452191
2013 to 2015,United Kingdom,Female,<1,1,0.941308009098127
2013 to 2015,United Kingdom,Female,01 to 04,2,0.94002022619429
2013 to 2015,United Kingdom,Female,05 to 09,3,0.936309767946339
2013 to 2015,United Kingdom,Female,10 to 14,4,0.92915153032308
2013 to 2015,United Kingdom,Female,15 to 19,5,0.915917094145599
2013 to 2015,United Kingdom,Female,20 to 24,6,0.900561903829136
2013 to 2015,United Kingdom,Female,25 to 29,7,0.885246667118788
2013 to 2015,United Kingdom,Female,30 to 34,8,0.866453891486399
2013 to 2015,United Kingdom,Female,35 to 39,9,0.842876081167365
2013 to 2015,United Kingdom,Female,40 to 44,10,0.815875492016392
2013 to 2015,United Kingdom,Female,45 to 49,11,0.785176908502717
2013 to 2015,United Kingdom,Female,50 to 54,12,0.750853173364807
2013 to 2015,United Kingdom,Female,55 to 59,13,0.713733819721829
2013 to 2015,United Kingdom,Female,60 to 64,14,0.676639534634653
2013 to 2015,United Kingdom,Female,65 to 69,15,0.634291734271214
2013 to 2015,United Kingdom,Female,70 to 74,16,0.585078737733343
2013 to 2015,United Kingdom,Female,75 to 79,17,0.528868156261962
2013 to 2015,United Kingdom,Female,80 to 84,18,0.468788154430848
2013 to 2015,United Kingdom,Female,85 to 89,19,0.408505391463747
2013 to 2015,United Kingdom,Female,90+,20,0.331864512867144
2014 to 2016,United Kingdom,Male,<1,1,0.948891660980308
2014 to 2016,United Kingdom,Male,01 to 04,2,0.947378858272896
2014 to 2016,United Kingdom,Male,05 to 09,3,0.944057184935106
2014 to 2016,United Kingdom,Male,10 to 14,4,0.938481040133198
2014 to 2016,United Kingdom,Male,15 to 19,5,0.928932321245176
2014 to 2016,United Kingdom,Male,20 to 24,6,0.914125132048168
2014 to 2016,United Kingdom,Male,25 to 29,7,0.899628491562135
2014 to 2016,United Kingdom,Male,30 to 34,8,0.881950897112792
2014 to 2016,United Kingdom,Male,35 to 39,9,0.85947395618121
2014 to 2016,United Kingdom,Male,40 to 44,10,0.833112695022625
2014 to 2016,United Kingdom,Male,45 to 49,11,0.802714660967776
2014 to 2016,United Kingdom,Male,50 to 54,12,0.767230431685795
2014 to 2016,United Kingdom,Male,55 to 59,13,0.726958404183737
2014 to 2016,United Kingdom,Male,60 to 64,14,0.683647118575764
2014 to 2016,United Kingdom,Male,65 to 69,15,0.642101836668737
2014 to 2016,United Kingdom,Male,70 to 74,16,0.595063752582887
2014 to 2016,United Kingdom,Male,75 to 79,17,0.540208799723349
2014 to 2016,United Kingdom,Male,80 to 84,18,0.480204900989959
2014 to 2016,United Kingdom,Male,85 to 89,19,0.418091141035262
2014 to 2016,United Kingdom,Male,90+,20,0.342345176300307
2014 to 2016,United Kingdom,Female,<1,1,0.938010221354243
2014 to 2016,United Kingdom,Female,01 to 04,2,0.936318354119476
2014 to 2016,United Kingdom,Female,05 to 09,3,0.932219733990212
2014 to 2016,United Kingdom,Female,10 to 14,4,0.92473956078005
2014 to 2016,United Kingdom,Female,15 to 19,5,0.909911670523898
2014 to 2016,United Kingdom,Female,20 to 24,6,0.893846911721545
2014 to 2016,United Kingdom,Female,25 to 29,7,0.879693395107951
2014 to 2016,United Kingdom,Female,30 to 34,8,0.862035382860304
2014 to 2016,United Kingdom,Female,35 to 39,9,0.8392333975674
2014 to 2016,United Kingdom,Female,40 to 44,10,0.81309303666216
2014 to 2016,United Kingdom,Female,45 to 49,11,0.783044845573609
2014 to 2016,United Kingdom,Female,50 to 54,12,0.749666700797772
2014 to 2016,United Kingdom,Female,55 to 59,13,0.714068719162101
2014 to 2016,United Kingdom,Female,60 to 64,14,0.679230839759062
2014 to 2016,United Kingdom,Female,65 to 69,15,0.639563558062586
2014 to 2016,United Kingdom,Female,70 to 74,16,0.592098003713001
2014 to 2016,United Kingdom,Female,75 to 79,17,0.535550591467786
2014 to 2016,United Kingdom,Female,80 to 84,18,0.474316165397853
2014 to 2016,United Kingdom,Female,85 to 89,19,0.413638803225502
2014 to 2016,United Kingdom,Female,90+,20,0.34248340224328
2015 to 2017,United Kingdom,Male,<1,1,0.948422010855216
2015 to 2017,United Kingdom,Male,01 to 04,2,0.946904358498398
2015 to 2017,United Kingdom,Male,05 to 09,3,0.943384638402651
2015 to 2017,United Kingdom,Male,10 to 14,4,0.937575579909421
2015 to 2017,United Kingdom,Male,15 to 19,5,0.927748629701709
2015 to 2017,United Kingdom,Male,20 to 24,6,0.912894754564672
2015 to 2017,United Kingdom,Male,25 to 29,7,0.898463888151382
2015 to 2017,United Kingdom,Male,30 to 34,8,0.880953321037866
2015 to 2017,United Kingdom,Male,35 to 39,9,0.858898110270394
2015 to 2017,United Kingdom,Male,40 to 44,10,0.832960068867704
2015 to 2017,United Kingdom,Male,45 to 49,11,0.802880576090241
2015 to 2017,United Kingdom,Male,50 to 54,12,0.768152201683992
2015 to 2017,United Kingdom,Male,55 to 59,13,0.729046332694592
2015 to 2017,United Kingdom,Male,60 to 64,14,0.686560049746053
2015 to 2017,United Kingdom,Male,65 to 69,15,0.645441498624433
2015 to 2017,United Kingdom,Male,70 to 74,16,0.599726599176196
2015 to 2017,United Kingdom,Male,75 to 79,17,0.546168060782893
2015 to 2017,United Kingdom,Male,80 to 84,18,0.487404583695721
2015 to 2017,United Kingdom,Male,85 to 89,19,0.425958411928311
2015 to 2017,United Kingdom,Male,90+,20,0.349703748536085
2015 to 2017,United Kingdom,Female,<1,1,0.938371141918832
2015 to 2017,United Kingdom,Female,01 to 04,2,0.93620460628667
2015 to 2017,United Kingdom,Female,05 to 09,3,0.931564919465368
2015 to 2017,United Kingdom,Female,10 to 14,4,0.923487999190288
2015 to 2017,United Kingdom,Female,15 to 19,5,0.906386357291894
2015 to 2017,United Kingdom,Female,20 to 24,6,0.889100450219296
2015 to 2017,United Kingdom,Female,25 to 29,7,0.875951075896898
2015 to 2017,United Kingdom,Female,30 to 34,8,0.859126477919075
2015 to 2017,United Kingdom,Female,35 to 39,9,0.836720856425293
2015 to 2017,United Kingdom,Female,40 to 44,10,0.810986933244171
2015 to 2017,United Kingdom,Female,45 to 49,11,0.780911427059022
2015 to 2017,United Kingdom,Female,50 to 54,12,0.74790781506227
2015 to 2017,United Kingdom,Female,55 to 59,13,0.713374437143837
2015 to 2017,United Kingdom,Female,60 to 64,14,0.679917002224858
2015 to 2017,United Kingdom,Female,65 to 69,15,0.642605469482038
2015 to 2017,United Kingdom,Female,70 to 74,16,0.596616798734052
2015 to 2017,United Kingdom,Female,75 to 79,17,0.538639945847775
2015 to 2017,United Kingdom,Female,80 to 84,18,0.474595307817571
2015 to 2017,United Kingdom,Female,85 to 89,19,0.4115323402297
2015 to 2017,United Kingdom,Female,90+,20,0.343904930054738
2016 to 2018,United Kingdom,Male,<1,1,0.94708872868786
2016 to 2018,United Kingdom,Male,01 to 04,2,0.945211992746224
2016 to 2018,United Kingdom,Male,05 to 09,3,0.941183030213729
2016 to 2018,United Kingdom,Male,10 to 14,4,0.935146648361071
2016 to 2018,United Kingdom,Male,15 to 19,5,0.924880277464116
2016 to 2018,United Kingdom,Male,20 to 24,6,0.909402784062538
2016 to 2018,United Kingdom,Male,25 to 29,7,0.895485261321022
2016 to 2018,United Kingdom,Male,30 to 34,8,0.878677172118878
2016 to 2018,United Kingdom,Male,35 to 39,9,0.857296838749875
2016 to 2018,United Kingdom,Male,40 to 44,10,0.83191068218756
2016 to 2018,United Kingdom,Male,45 to 49,11,0.802070691243655
2016 to 2018,United Kingdom,Male,50 to 54,12,0.767720764596353
2016 to 2018,United Kingdom,Male,55 to 59,13,0.729174671648496
2016 to 2018,United Kingdom,Male,60 to 64,14,0.686883563942246
2016 to 2018,United Kingdom,Male,65 to 69,15,0.646792831993819
2016 to 2018,United Kingdom,Male,70 to 74,16,0.602769936048249
2016 to 2018,United Kingdom,Male,75 to 79,17,0.549674207008574
2016 to 2018,United Kingdom,Male,80 to 84,18,0.49085161868147
2016 to 2018,United Kingdom,Male,85 to 89,19,0.42890963906018
2016 to 2018,United Kingdom,Male,90+,20,0.354516434256743
2016 to 2018,United Kingdom,Female,<1,1,0.939400019635344
2016 to 2018,United Kingdom,Female,01 to 04,2,0.936789404327224
2016 to 2018,United Kingdom,Female,05 to 09,3,0.931655889111289
2016 to 2018,United Kingdom,Female,10 to 14,4,0.922979358481706
2016 to 2018,United Kingdom,Female,15 to 19,5,0.903407129916557
2016 to 2018,United Kingdom,Female,20 to 24,6,0.88486806230294
2016 to 2018,United Kingdom,Female,25 to 29,7,0.872918544284612
2016 to 2018,United Kingdom,Female,30 to 34,8,0.857046961924915
2016 to 2018,United Kingdom,Female,35 to 39,9,0.835222068920415
2016 to 2018,United Kingdom,Female,40 to 44,10,0.810071646533542
2016 to 2018,United Kingdom,Female,45 to 49,11,0.780000214640621
2016 to 2018,United Kingdom,Female,50 to 54,12,0.747588028956372
2016 to 2018,United Kingdom,Female,55 to 59,13,0.714490216133358
2016 to 2018,United Kingdom,Female,60 to 64,14,0.682214152383037
2016 to 2018,United Kingdom,Female,65 to 69,15,0.647792272464883
2016 to 2018,United Kingdom,Female,70 to 74,16,0.604152424694779
2016 to 2018,United Kingdom,Female,75 to 79,17,0.545028567860954
2016 to 2018,United Kingdom,Female,80 to 84,18,0.477994890723354
2016 to 2018,United Kingdom,Female,85 to 89,19,0.411897580458597
2016 to 2018,United Kingdom,Female,90+,20,0.347095199084525
2017 to 2019,United Kingdom,Male,<1,1,0.945883841021762
2017 to 2019,United Kingdom,Male,01 to 04,2,0.943469513251647
2017 to 2019,United Kingdom,Male,05 to 09,3,0.938557602756434
2017 to 2019,United Kingdom,Male,10 to 14,4,0.931937741416424
2017 to 2019,United Kingdom,Male,15 to 19,5,0.92083089677818
2017 to 2019,United Kingdom,Male,20 to 24,6,0.904325497769303
2017 to 2019,United Kingdom,Male,25 to 29,7,0.890745679054292
2017 to 2019,United Kingdom,Male,30 to 34,8,0.874510566042762
2017 to 2019,United Kingdom,Male,35 to 39,9,0.853708014885642
2017 to 2019,United Kingdom,Male,40 to 44,10,0.828756638342291
2017 to 2019,United Kingdom,Male,45 to 49,11,0.798964246881713
2017 to 2019,United Kingdom,Male,50 to 54,12,0.764888515805289
2017 to 2019,United Kingdom,Male,55 to 59,13,0.726891856952884
2017 to 2019,United Kingdom,Male,60 to 64,14,0.684665029687123
2017 to 2019,United Kingdom,Male,65 to 69,15,0.645561951381306
2017 to 2019,United Kingdom,Male,70 to 74,16,0.603446961111576
2017 to 2019,United Kingdom,Male,75 to 79,17,0.550815817107801
2017 to 2019,United Kingdom,Male,80 to 84,18,0.491813737062372
2017 to 2019,United Kingdom,Male,85 to 89,19,0.429082774729081
2017 to 2019,United Kingdom,Male,90+,20,0.356419351233195
2017 to 2019,United Kingdom,Female,<1,1,0.93778305204186
2017 to 2019,United Kingdom,Female,01 to 04,2,0.934698408753434
2017 to 2019,United Kingdom,Female,05 to 09,3,0.928742084950986
2017 to 2019,United Kingdom,Female,10 to 14,4,0.91907018935185
2017 to 2019,United Kingdom,Female,15 to 19,5,0.897262546251008
2017 to 2019,United Kingdom,Female,20 to 24,6,0.877434273995873
2017 to 2019,United Kingdom,Female,25 to 29,7,0.865880199320963
2017 to 2019,United Kingdom,Female,30 to 34,8,0.850190536303253
2017 to 2019,United Kingdom,Female,35 to 39,9,0.828514588524208
2017 to 2019,United Kingdom,Female,40 to 44,10,0.803547708589442
2017 to 2019,United Kingdom,Female,45 to 49,11,0.773159415923498
2017 to 2019,United Kingdom,Female,50 to 54,12,0.741088660500575
2017 to 2019,United Kingdom,Female,55 to 59,13,0.709073044258995
2017 to 2019,United Kingdom,Female,60 to 64,14,0.676808329284621
2017 to 2019,United Kingdom,Female,65 to 69,15,0.644586494408945
2017 to 2019,United Kingdom,Female,70 to 74,16,0.603468759076364
2017 to 2019,United Kingdom,Female,75 to 79,17,0.544189109103712
2017 to 2019,United Kingdom,Female,80 to 84,18,0.475251657626615
2017 to 2019,United Kingdom,Female,85 to 89,19,0.406460123173971
2017 to 2019,United Kingdom,Female,90+,20,0.341890404391393
2018 to 2020,United Kingdom,Male,<1,1,0.947904285148636
2018 to 2020,United Kingdom,Male,01 to 04,2,0.944822266989768
2018 to 2020,United Kingdom,Male,05 to 09,3,0.938980367450545
2018 to 2020,United Kingdom,Male,10 to 14,4,0.931945443149699
2018 to 2020,United Kingdom,Male,15 to 19,5,0.919891607135915
2018 to 2020,United Kingdom,Male,20 to 24,6,0.901956479627798
2018 to 2020,United Kingdom,Male,25 to 29,7,0.889228702117476
2018 to 2020,United Kingdom,Male,30 to 34,8,0.874145274572514
2018 to 2020,United Kingdom,Male,35 to 39,9,0.854335804561268
2018 to 2020,United Kingdom,Male,40 to 44,10,0.830035005907
2018 to 2020,United Kingdom,Male,45 to 49,11,0.800157817710533
2018 to 2020,United Kingdom,Male,50 to 54,12,0.766179005499773
2018 to 2020,United Kingdom,Male,55 to 59,13,0.728559424380546
2018 to 2020,United Kingdom,Male,60 to 64,14,0.685865380410857
2018 to 2020,United Kingdom,Male,65 to 69,15,0.647940734276475
2018 to 2020,United Kingdom,Male,70 to 74,16,0.608246137187585
2018 to 2020,United Kingdom,Male,75 to 79,17,0.555484427938609
2018 to 2020,United Kingdom,Male,80 to 84,18,0.495094543879806
2018 to 2020,United Kingdom,Male,85 to 89,19,0.429970248566363
2018 to 2020,United Kingdom,Male,90+,20,0.359212295702545
2018 to 2020,United Kingdom,Female,<1,1,0.936771772153897
2018 to 2020,United Kingdom,Female,01 to 04,2,0.933469751149218
