period,country,sex,agecode,age,pi,LE,HLE,u,rho,lx,Lx
2019 to 2021,Wales,Female,11,45 to 49,0.755563288006061,38.25396825396825,24.1,5.255991229378587,0.9818910236585219,0.9903679278152402,5.205365142454748
2019 to 2021,Wales,Female,12,50 to 54,0.726414417257103,33.60655737704918,20.5,4.927126919980932,0.983771161027341,0.9724333784410752,4.791302676805027
2019 to 2021,Wales,Female,13,55 to 59,0.697543910611555,29.152542372881356,17.2,4.571373456106041,0.9937068285504914,0.9566519137307162,4.373213165161642
2019 to 2021,Wales,Female,14,60 to 64,0.66839159976539,24.736842105263158,14.1,4.178817104301789,1.0095458705829243,0.9506315392201083,3.9725153359817256
2019 to 2021,Wales,Female,15,65 to 69,0.641154363810397,20.363636363636363,11.2,5.042402697645665,0.9372990007429604,0.9597061448655496,4.839224853817169
2019 to 2021,Wales,Female,16,70 to 74,0.609051805390827,16.346153846153847,8.5,5.066540153126978,0.8875761594512945,0.8995316105893584,4.557513024057965
2019 to 2021,Wales,Female,17,75 to 79,0.553386427233463,12.708333333333334,6.1,4.483193850765515,0.8826978956902052,0.7984028122319401,3.5793945782321277
2019 to 2021,Wales,Female,18,80 to 84,0.487870683387965,9.318181818181817,4.1,4.2417705013356315,0.7520609358290644,0.7047484822702755,2.9893813229551123
2019 to 2021,Wales,Female,19,85 to 89,0.426939627966936,6.75,2.7,3.556398368419075,0.6950780021676131,0.5300138031002962,1.8849402245854823
2019 to 2021,Wales,Female,20,90+,0.370090505679791,4.594594594594595,1.7,4.594594594594595,0.0,0.3684009353802125,1.692652946341517
2019 to 2021,Wales,Male,1,<1,0.939132873321148,77.59493670886076,61.3,4.876109825043187,0.9359849004847807,1.0,4.876109825043187
2019 to 2021,Wales,Male,2,01 to 04,0.935224576889031,77.6923076923077,60.6,-2.842170943040401e-14,1.0650263620386649,0.9359849004847807,-2.6602290872824047e-14
2019 to 2021,Wales,Male,3,05 to 09,0.928095923701445,72.94871794871794,56.9,4.614206125040781,1.0060721626048073,0.9968485934864277,4.599664885803362
2019 to 2021,Wales,Male,4,10 to 14,0.91964869860184,67.92207792207792,52.3,8.007379777370296,0.942055002275277,1.0029016202384506,8.030614152589274
2019 to 2021,Wales,Male,5,15 to 19,0.905530425765449,63.6,47.7,3.8421939474812916,1.0212650457012435,0.9447884881356127,3.630060610764651
2019 to 2021,Wales,Male,6,20 to 24,0.88602181274692,58.513513513513516,43.3,3.7503418581879657,1.0250542386766064,0.9648794585138253,3.6186278213701377
2019 to 2021,Wales,Male,7,25 to 29,0.8717706802633,53.42465753424658,39.0,6.604986447147532,0.955228921604607,0.9890537787615854,6.532686804220325
2019 to 2021,Wales,Male,8,30 to 34,0.855209318024677,49.01408450704225,34.8,5.933573855649129,0.9714232793941585,0.9447727744953908,5.605879034274941
2019 to 2021,Wales,Male,9,35 to 39,0.836082447284387,44.34782608695652,30.6,2.8413077100305557,1.057094850049051,0.9177742668826303,2.6076791005612585
2019 to 2021,Wales,Male,10,40 to 44,0.813463217634079,39.26470588235294,26.7,5.1171487849259805,0.9841654010612138,0.9701744510291717,4.964527013250156
2019 to 2021,Wales,Male,11,45 to 49,0.784413151461203,34.696969696969695,22.9,4.805236828626544,0.9912284474476486,0.9548121276964676,4.588098400426337
2019 to 2021,Wales,Male,12,50 to 54,0.753474090710253,30.15625,19.3,6.305580997387338,0.9093067557246077,0.9464369429407556,5.967834802632593
2019 to 2021,Wales,Male,13,55 to 59,0.71758875217385,26.229508196721312,16.0,4.111570612585254,1.0115955949333546,0.8606015060833742,3.538423861559011
2019 to 2021,Wales,Male,14,60 to 64,0.676886402050676,21.864406779661017,12.9,5.611706681718644,0.9011398074106663,0.8705806925469519,4.885443489340974
2019 to 2021,Wales,Male,15,65 to 69,0.640964423386538,18.035714285714285,10.1,3.5726870279178087,1.0142902232740385,0.7845149176172048,2.802826269378996
2019 to 2021,Wales,Male,16,70 to 74,0.603582354773622,14.25925925925926,7.7,5.506443366893015,0.7957105356696587,0.7957258109517686,4.381619113580931
2019 to 2021,Wales,Male,17,75 to 79,0.556772997680564,11.0,5.5,3.8030263886332953,0.9142101614438787,0.6331674112786053,2.4079523735151667
2019 to 2021,Wales,Male,18,80 to 84,0.503769136545192,7.872340425531915,3.7,4.698831067266008,0.5553641376965337,0.5788480812860165,2.719909347574054
2019 to 2021,Wales,Male,19,85 to 89,0.442482210344237,5.714285714285714,2.4,3.266412948390529,0.6364469191327482,0.3214714655207016,1.0500585575148993
2019 to 2021,Wales,Male,20,90+,0.385987532000765,3.8461538461538463,1.5,3.8461538461538463,0.0,0.20459952381974003,0.7869212454605387
2020 to 2022,England,Female,1,<1,0.930485686577447,82.63157894736842,62.8,2.842170943040401e-14,1.011272141706924,1.0,2.842170943040401e-14
2020 to 2022,England,Female,2,01 to 04,0.926623042017059,81.71052631578948,62.1,4.626266504225256,0.9899519667581023,1.011272141706924,4.678414435834879
2020 to 2022,England,Female,3,05 to 09,0.91912605565715,77.86666666666666,58.4,4.347031836379259,1.0112366129072987,1.0011108456104476,4.351860717613176
2020 to 2022,England,Female,4,10 to 14,0.907469046230438,72.70270270270271,53.8,7.756235406813332,0.948508244483577,1.0123599406598707,7.852102016185532
2020 to 2022,England,Female,5,15 to 19,0.881197325017368,68.47222222222223,49.3,3.9996081840224633,1.0195001328980364,0.9602317501007921,3.840550766261341
2020 to 2022,England,Female,6,20 to 24,0.859615110358455,63.23943661971831,44.9,3.961995607915732,1.01951372747572,0.9789563968406716,3.878620944623751
2020 to 2022,England,Female,7,25 to 29,0.8501752004237,58.142857142857146,40.7,6.833293805218865,0.9559041936875077,0.9980594851792333,6.820033697315185
2020 to 2022,England,Female,8,30 to 34,0.835695194545597,53.6764705882353,36.5,3.2394705673533934,1.0429873461108294,0.954049247432424,3.0906144568629927
2020 to 2022,England,Female,9,35 to 39,0.815274855969558,48.35820895522388,32.4,5.851853105124611,0.9728567360057931,0.995061292638578,5.822952515116373
2020 to 2022,England,Female,10,40 to 44,0.791745221491218,43.69230769230769,28.4,5.402608780585204,0.9805898501782587,0.9680520812820723,5.230006674398306
2020 to 2022,England,Female,11,45 to 49,0.76157952567532,39.04761904761905,24.6,5.152096745738369,0.9845842192451056,0.9492620453491388,4.890689894696246
2020 to 2022,England,Female,12,50 to 54,0.732281212265503,34.42622950819672,21.0,4.839181359230459,0.9918385459028461,0.9346284297790939,4.522836475193825
2020 to 2022,England,Female,13,55 to 59,0.705075839584552,29.830508474576273,17.6,4.416853312379914,1.0059571835036059,0.9270005027515569,4.094425241156059
2020 to 2022,England,Female,14,60 to 64,0.672952574689566,25.263157894736842,14.4,4.109415025837706,1.020575313850397,0.9325228148543828,3.8321232672990737
2020 to 2022,England,Female,15,65 to 69,0.647540895340372,20.727272727272727,11.4,4.875441560596853,0.9474657708817764,0.9517097644426674,4.640005339189622
2020 to 2022,England,Female,16,70 to 74,0.614800301207303,16.73076923076923,8.7,4.964608856486093,0.9109285451057912,0.9017124256233857,4.476649494253418
2020 to 2022,England,Female,17,75 to 79,0.558078275036668,12.916666666666666,6.2,5.042489314822798,0.8258283564128935,0.8213955879769248,4.141878475616233
2020 to 2022,England,Female,18,80 to 84,0.486042131580113,9.534883720930232,4.1,4.495799725473641,0.736481507028271,0.6783317683837861,3.049643778079875
2020 to 2022,England,Female,19,85 to 89,0.409967236060137,6.842105263157895,2.6,3.91160528752463,0.6642466611435399,0.4995788030444428,1.9541550875238682
2020 to 2022,England,Female,20,90+,0.343280681398715,4.411764705882353,1.5,4.411764705882353,0.0,0.33184355190035725,1.464015670148635
2020 to 2022,England,Male,1,<1,0.947422438276765,78.86075949367088,62.3,-1.4210854715202004e-14,1.0113636363636365,1.0,-1.4210854715202004e-14
2020 to 2022,England,Male,2,01 to 04,0.943898457404045,77.9746835443038,61.6,4.757499538392807,0.9863454840174539,1.0113636363636365,4.811562033147271
2020 to 2022,England,Male,3,05 to 09,0.936692377500038,74.23076923076923,57.9,4.453159187243116,1.0099390927352463,0.9975539554267433,4.442266561379312
2020 to 2022,England,Male,4,10 to 14,0.928470426504098,69.0909090909091,53.2,4.101070468247926,1.0163020031527261,1.0074687366981414,4.1317002837557935
2020 to 2022,England,Male,5,15 to 19,0.914566598678256,63.94736842105263,48.6,7.3264151223928025,0.9501021641951989,1.0238924952200674,7.501461460684802
2020 to 2022,England,Male,6,20 to 24,0.894871509994992,59.5945945945946,44.1,3.614608406049335,1.0293549097641823,0.9728024756118084,3.516300005772046
2020 to 2022,England,Male,7,25 to 29,0.882468835664378,54.38356164383562,39.7,6.30647982684426,0.9642578556515217,1.0013590045017662,6.315050361319239
2020 to 2022,England,Male,8,30 to 34,0.867930001674495,49.859154929577464,35.4,2.9690439130835884,1.0520217215239012,0.9655682864182155,2.8668146434565536
2020 to 2022,England,Male,9,35 to 39,0.848368269890859,44.57142857142857,31.2,5.2945164311923065,0.9819228035059065,1.0157988109265743,5.378163495236355
2020 to 2022,England,Male,10,40 to 44,0.824144158503441,40.0,27.2,4.873764666948091,0.9949920738117707,0.9974360162229882,4.8612684134090625
2020 to 2022,England,Male,11,45 to 49,0.79369589412087,35.303030303030305,23.3,6.469868500848882,0.9267802007844028,0.9924409302762619,6.420962313747549
2020 to 2022,England,Male,12,50 to 54,0.759795086876549,31.111111111111114,19.6,4.153822633281784,1.015058393300981,0.9197746046280936,3.8205805702219795
2020 to 2022,England,Male,13,55 to 59,0.723228298997414,26.557377049180328,16.2,5.562597036007478,0.9366901852030963,0.9336249323728376,5.193379281559829
2020 to 2022,England,Male,14,60 to 64,0.680283245190216,22.413793103448278,13.0,3.7268354487780933,1.0259506163348338,0.8745173108145415,3.259182114513723
2020 to 2022,England,Male,15,65 to 69,0.642198371130573,18.21428571428571,10.2,5.962202456798114,0.8274134147913702,0.8972115740256603,5.349357050923494
2020 to 2022,England,Male,16,70 to 74,0.60474603928601,14.807692307692308,7.7,3.871425732817702,0.9743219312161012,0.7423648922549119,2.8740105470161064
2020 to 2022,England,Male,17,75 to 79,0.551459086084853,11.224489795918368,5.5,5.035251135727616,0.756462502912203,0.7233023954888387,3.6420092083596804
2020 to 2022,England,Male,18,80 to 84,0.489342266469888,8.181818181818182,3.6,4.117994521646135,0.6890831423769993,0.547151140453879,2.253165398901509
2020 to 2022,England,Male,19,85 to 89,0.42040092005145,5.897435897435897,2.3,3.3507720598685156,0.6856402639604487,0.37703262721911784,1.2633503929446417
2020 to 2022,England,Male,20,90+,0.345566934865623,3.7142857142857144,1.3,3.7142857142857144,0.0,0.25850875004821744,0.9601753573219505
2020 to 2022,Northern Ireland,Female,1,<1,0.93945684823803,82.43243243243244,61.0,0.0,1.0116086235489221,1.0,0.0
2020 to 2022,Northern Ireland,Female,2,01 to 04,0.93602337108036,81.48648648648648,60.3,3.9552059583911614,0.9999617453270245,1.0116086235489221,4.001120455420578
2020 to 2022,Northern Ireland,Female,3,05 to 09,0.927012753703387,77.53424657534246,56.6,3.745385015574257,1.023660507187536,1.011569924791849,3.78871883852097
2020 to 2022,Northern Ireland,Female,4,10 to 14,0.915831755012864,72.08333333333333,51.9,6.679585525219565,0.9658781321873341,1.0355041822680817,6.916738747182201
2020 to 2022,Northern Ireland,Female,5,15 to 19,0.897427561399524,67.71428571428571,47.4,6.228675452038068,0.9745970857419207,1.0001708454412674,6.229739592844183
2020 to 2022,Northern Ireland,Female,6,20 to 24,0.874751840920171,63.088235294117645,42.9,3.0812047896904673,1.041572809273736,0.9747635912110922,3.003446246055498
2020 to 2022,Northern Ireland,Female,7,25 to 29,0.856440231469399,57.61194029850746,38.6,5.581464415965598,0.9831339919666341,1.015287252075493,5.666789669442859
2020 to 2022,Northern Ireland,Female,8,30 to 34,0.836811357416497,52.92307692307692,34.4,5.118004889498927,0.9939668442625127,0.9981634091258137,5.108605208424832
2020 to 2022,Northern Ireland,Female,9,35 to 39,0.811673709659705,48.095238095238095,30.3,4.769609105360551,1.0010846092358068,0.9921413338270964,4.732126339626281
2020 to 2022,Northern Ireland,Female,10,40 to 44,0.78296956127017,43.278688524590166,26.4,4.485545620741405,1.0127413412951667,0.9932174194809908,4.455122046397038
2020 to 2022,Northern Ireland,Female,11,45 to 49,0.745410967099217,38.30508474576271,22.6,6.197867150749225,0.9463179922740816,1.005872341602903,6.234263143867835
2020 to 2022,Northern Ireland,Female,12,50 to 54,0.705388081814499,33.92857142857143,19.0,4.102904037139272,1.0258509803422526,0.9518750947896883,3.9054521692649393
2020 to 2022,Northern Ireland,Female,13,55 to 59,0.665627553738358,29.074074074074073,15.7,5.604548817162598,0.9424769985058938,0.9764819991533764,5.472741033335625
2020 to 2022,Northern Ireland,Female,14,60 to 64,0.625030884653408,24.901960784313726,12.7,3.688335575706411,1.0394676352217584,0.920311823657109,3.3944188399377597
2020 to 2022,Northern Ireland,Female,15,65 to 69,0.588409704498593,20.408163265306122,10.0,5.897899526405995,0.8706158243340075,0.956634355003479,5.642133309318724
2020 to 2022,Northern Ireland,Female,16,70 to 74,0.54456746472372,16.666666666666668,7.5,4.013889189355799,1.0026729321642576,0.8328610075675855,3.34301179451151
2020 to 2022,Northern Ireland,Female,17,75 to 79,0.487462664304527,12.619047619047619,5.3,4.697090920168449,0.8362065404372457,0.8350871885430688,3.9224804508546467
2020 to 2022,Northern Ireland,Female,18,80 to 84,0.427259483680923,9.473684210526315,3.6,4.870313851144038,0.6905055539073414,0.6983053688950656,3.400966310457885
2020 to 2022,Northern Ireland,Female,19,85 to 89,0.363459480543169,6.666666666666668,2.2,3.6301191445256396,0.6773836780160756,0.4821837355453576,1.7503844095820906
2020 to 2022,Northern Ireland,Female,20,90+,0.29027273851785,4.482758620689655,1.3,4.482758620689655,0.0,0.32662339226324505,1.4641738273869604
2020 to 2022,Northern Ireland,Male,1,<1,0.943477990506983,77.94871794871794,60.8,4.493291495994228,0.93954615230228,1.0,4.493291495994228
2020 to 2022,Northern Ireland,Male,2,01 to 04,0.940457981793627,78.18181818181819,60.2,4.332411202028666,0.9951338529191496,0.93954615230228,4.070500275057329
2020 to 2022,Northern Ireland,Male,3,05 to 09,0.932853864618024,74.21052631578948,56.4,4.058460917455179,1.0157152326013654,0.93497418253593,3.794556178651676
2020 to 2022,Northern Ireland,Male,4,10 to 14,0.923450250878059,69.06666666666666,51.8,3.7648717478492557,1.0237993271170527,0.9496675192907537,3.5753764132278465
2020 to 2022,Northern Ireland,Male,5,15 to 19,0.910765616245183,63.78378378378378,47.2,6.687136292087892,0.9627537750356215,0.9722689672347943,6.501695096466607
2020 to 2022,Northern Ireland,Male,6,20 to 24,0.893475431896779,59.30555555555556,42.7,3.2323431503853897,1.0367703335330942,0.9360556185552832,3.0256529670169288
2020 to 2022,Northern Ireland,Male,7,25 to 29,0.87564056087406,54.08450704225352,38.4,5.826798495717213,0.9736204355880131,0.9704746958550877,5.654760497940045
2020 to 2022,Northern Ireland,Male,8,30 to 34,0.854999119121604,49.56521739130435,34.2,5.358427394319001,0.9840049600657867,0.9448739961055751,5.063038704911779
2020 to 2022,Northern Ireland,Male,9,35 to 39,0.831448327027658,44.92537313432836,30.1,4.951864133470977,0.9917091927693625,0.9297606988050667,4.604048657123721
2020 to 2022,Northern Ireland,Male,10,40 to 44,0.803940643569975,40.30769230769231,26.2,4.634649094129287,1.0033043403814599,0.9220522320806511,4.273388542152477
2020 to 2022,Northern Ireland,Male,11,45 to 49,0.772044881026932,35.55555555555556,22.4,4.38835899415373,1.0112760586412295,0.9250990065049305,4.059666545678592
2020 to 2022,Northern Ireland,Male,12,50 to 54,0.736562022011564,30.81967213114754,18.8,5.905583947211252,0.9322691062376159,0.9355304771512232,5.5248537679911465
2020 to 2022,Northern Ireland,Male,13,55 to 59,0.698183980864597,26.724137931034484,15.5,3.867906795538161,1.0239591548702351,0.8721661617918212,3.3734574240330204
2020 to 2022,Northern Ireland,Male,14,60 to 64,0.656665600550083,22.321428571428573,12.5,5.286698631946891,0.9307635946314735,0.89306252593477,4.721352434102383
2020 to 2022,Northern Ireland,Male,15,65 to 69,0.615418306822632,18.301886792452827,9.7,4.757101528246672,0.927725018096312,0.83123008686971,3.954245916572511
2020 to 2022,Northern Ireland,Male,16,70 to 74,0.571229634999286,14.6,7.3,4.326796199582164,0.9285395742685351,0.7711529473834007,3.3366216420350825
2020 to 2022,Northern Ireland,Male,17,75 to 79,0.522637953297473,11.063829787234043,5.2,4.7772341220478385,0.7723531817228766,0.7160460294593088,3.420719524889882
2020 to 2022,Northern Ireland,Male,18,80 to 84,0.469651169959264,8.13953488372093,3.5,4.087590872994698,0.718299165537832,0.5530404291129298,2.2606030104390835
2020 to 2022,Northern Ireland,Male,19,85 to 89,0.414037684881625,5.641025641025641,2.2,3.80956377150689,0.4789977197202887,0.39724847874050206,1.5133434128960417
2020 to 2022,Northern Ireland,Male,20,90+,0.335437988789269,3.823529411764706,1.3,3.823529411764706,0.0,0.19028111547905407,0.7275454415375597
2020 to 2022,Scotland,Female,1,<1,0.912963056371271,80.66666666666667,60.5,4.263256414560601e-14,1.0117056856187285,1.0,4.263256414560601e-14
2020 to 2022,Scotland,Female,2,01 to 04,0.907669162061104,79.73333333333333,59.8,4.755396421929717,0.9872539735665244,1.0117056856187285,4.811061597437253
2020 to 2022,Scotland,Female,3,05 to 09,0.902780169993018,75.94594594594595,56.2,4.395524437151209,1.0102864158882041,0.9988104582069347,4.3902957771307785
2020 to 2022,Scotland,Female,4,10 to 14,0.891403933174976,70.82191780821918,51.7,4.131872384510643,1.0173057776497914,1.009084637973539,4.169408949276786
2020 to 2022,Scotland,Female,5,15 to 19,0.860894836888757,65.55555555555556,47.2,8.148870010152123,0.9345274391112186,1.0265476323481293,8.365203215234338
2020 to 2022,Scotland,Female,6,20 to 24,0.837332701653369,61.42857142857143,43.0,4.169377927589686,1.018269162775191,0.959336929983982,3.9998382209968666
2020 to 2022,Scotland,Female,7,25 to 29,0.824252736405675,56.23188405797101,38.8,3.8981502506706747,1.0226131893380526,0.9768632125141113,3.8079595767328436
2020 to 2022,Scotland,Female,8,30 to 34,0.809239530770754,51.17647058823529,34.8,6.858299583754047,0.9466017107753275,0.9989532052960712,6.851120352071816
2020 to 2022,Scotland,Female,9,35 to 39,0.792795948385172,46.81818181818182,30.9,3.2786771857066768,1.0443054616645329,0.945610813117758,3.100352599526733
2020 to 2022,Scotland,Female,10,40 to 44,0.771377784221608,41.69230769230769,27.1,5.8979998762685,0.9636929027395166,0.9875065367479146,5.824313431553535
2020 to 2022,Scotland,Female,11,45 to 49,0.745683133334349,37.142857142857146,23.4,5.4749409495622245,0.9658714438954952,0.9516530408728449,5.210244203250152
2020 to 2022,Scotland,Female,12,50 to 54,0.716062777261973,32.78688524590164,20.0,2.8249268214473595,1.076477548183986,0.9191744966753933,2.5966006892486955
2020 to 2022,Scotland,Female,13,55 to 59,0.68853461941589,27.833333333333332,16.7,5.128931852919624,0.9612082378569307,0.9894707085343769,5.074927834532915
2020 to 2022,Scotland,Female,14,60 to 64,0.658763687841843,23.620689655172413,13.7,4.78327413066992,0.9677938251120546,0.951087396161377,4.549311738064929
2020 to 2022,Scotland,Female,15,65 to 69,0.638060979838907,19.464285714285715,10.9,5.403694953525944,0.8978449521930937,0.9204565091468832,4.97386619341712
2020 to 2022,Scotland,Female,16,70 to 74,0.611925996661257,15.660377358490567,8.3,5.13766638365049,0.8739200640121421,0.8264272304508052,4.245907400420479
2020 to 2022,Scotland,Female,17,75 to 79,0.561259077192336,12.040816326530612,5.9,4.328929065523494,0.8675873168633007,0.722231338136945,3.1264882316929477
2020 to 2022,Scotland,Female,18,80 to 84,0.491759838552301,8.88888888888889,4.0,4.348780059394443,0.7445778480370892,0.6265987488088234,2.7249401440613186
2020 to 2022,Scotland,Female,19,85 to 89,0.425619014515301,6.097560975609756,2.5,4.385234818522212,0.3959754238264944,0.4665515479708063,2.045938092797016
2020 to 2022,Scotland,Female,20,90+,0.374939946117067,4.324324324324325,1.6,4.324324324324325,0.0,0.18474294694464705,0.7988884192200953
2020 to 2022,Scotland,Male,1,<1,0.943934237591536,76.07594936708861,60.1,4.6406382513360285,0.9380394388937208,1.0,4.6406382513360285
2020 to 2022,Scotland,Male,2,01 to 04,0.939697391779759,76.15384615384616,59.4,4.487626200683323,0.9924998087038739,0.9380394388937208,4.209570363253744
2020 to 2022,Scotland,Male,3,05 to 09,0.933067424076082,72.20779220779221,55.6,4.172234757249811,1.0138632090669062,0.9310039636587071,3.8843670963141976
2020 to 2022,Scotland,Male,4,10 to 14,0.923408156410216,67.10526315789474,51.0,3.869787012737156,1.0221251532083662,0.9439106662490261,3.6527332374345574
2020 to 2022,Scotland,Male,5,15 to 19,0.909938899255669,61.86666666666667,46.4,3.640524149423257,1.028337600543201,0.9647948343547967,3.5123588937074484
2020 to 2022,Scotland,Male,6,20 to 24,0.891326940060564,56.62162162162162,41.9,6.60977445830828,0.9576736690847236,0.9921348049768868,6.557787293134893
2020 to 2022,Scotland,Male,7,25 to 29,0.873779300487211,52.22222222222222,37.6,6.010177515482141,0.9685159070274867,0.9501413789088718,5.710518352047299
2020 to 2022,Scotland,Male,8,30 to 34,0.854611379424773,47.714285714285715,33.4,2.898601899882074,1.0517966609502896,0.9202270393982729,2.6673718447226897
2020 to 2022,Scotland,Male,9,35 to 39,0.833695938936986,42.608695652173914,29.4,5.20583417387963,0.9827418506061635,0.967891727355274,5.038683830881471
2020 to 2022,Scotland,Male,10,40 to 44,0.80781913579534,38.059701492537314,25.5,4.823204904872,0.9909964578891033,0.9511877073275181,4.587773215436038
2020 to 2022,Scotland,Male,11,45 to 49,0.777237864767024,33.53846153846154,21.8,6.398928449229725,0.9144842671371591,0.9426236487492275,6.03178128289816
2020 to 2022,Scotland,Male,12,50 to 54,0.743969963889057,29.677419354838705,18.4,4.122723733918306,1.0087379850363316,0.8620144966125922,3.5538476241663752
2020 to 2022,Scotland,Male,13,55 to 59,0.707182571896824,25.333333333333332,15.2,5.540062338032296,0.9247675792886549,0.869546766385094,4.817343291607827
2020 to 2022,Scotland,Male,14,60 to 64,0.665118550591235,21.403508771929825,12.2,3.7185160275218685,1.0238680009920396,0.8041286582282209,2.990165303811294
2020 to 2022,Scotland,Male,15,65 to 69,0.626132356611176,17.272727272727273,9.5,4.882411309118636,0.9074597607149988,0.8233216018405395,4.019794699867921
2020 to 2022,Scotland,Male,16,70 to 74,0.584605424227482,13.653846153846153,7.1,5.221085332689272,0.7936716066971183,0.7471312237977055,3.900835874164386
2020 to 2022,Scotland,Male,17,75 to 79,0.536442231193883,10.624999999999998,5.1,4.406783156495001,0.8047104150418232,0.5929768388051092,2.6131203454380065
2020 to 2022,Scotland,Male,18,80 to 84,0.480164607897039,7.7272727272727275,3.4,3.855702874364409,0.703921791437876,0.47717463806504773,1.839843623561201
2020 to 2022,Scotland,Male,19,85 to 89,0.421884821196068,5.500000000000001,2.2,3.8255642209908114,0.41860894475229743,0.3358936260554685,1.2849826378966673
2020 to 2022,Scotland,Male,20,90+,0.352110978158159,4.0,1.4,4.0,0.0,0.14060807635210248,0.5624323054084099
2020 to 2022,United Kingdom,Female,1,<1,0.928181137717036,82.10526315789474,62.4,4.607966040057661,0.9420254917079062,1.0,4.607966040057661
2020 to 2022,United Kingdom,Female,2,01 to 04,0.924261330011209,82.26666666666667,61.7,7.105427357601002e-14,1.063793103448275,0.9420254917079062,6.693493700338892e-14
2020 to 2022,United Kingdom,Female,3,05 to 09,0.916800988168922,77.33333333333333,58.0,8.279756342980605,0.9422263776253735,1.0021202213513407,8.29731125916289
2020 to 2022,United Kingdom,Female,4,10 to 14,0.905201823573403,73.28767123287672,53.5,3.957178704767415,1.0187337677599735,0.9442241061090113,3.7364635252226277
2020 to 2022,United Kingdom,Female,5,15 to 19,0.878748326602998,68.05555555555556,49.0,4.032961803269586,1.0191937570431175,0.961912981226226,3.8793583113545442
2020 to 2022,United Kingdom,Female,6,20 to 24,0.856636594628294,62.816901408450704,44.6,4.01035923677469,1.0189252356478518,0.9803757052845031,3.9316587651972084
2020 to 2022,United Kingdom,Female,7,25 to 29,0.846748478450914,57.714285714285715,40.4,6.922316323417014,0.9541032924251578,0.9989295465304412,6.914906305891229
2020 to 2022,United Kingdom,Female,8,30 to 34,0.832140982877216,53.235294117647065,36.2,3.2832719509268316,1.0426123006760921,0.9530819692454638,3.1292272965577403
2020 to 2022,United Kingdom,Female,9,35 to 39,0.811932857031507,47.91044776119403,32.1,5.917322603882965,0.9679266436968862,0.9936949846879135,5.880013794258928
2020 to 2022,United Kingdom,Female,10,40 to 44,0.788590003825437,43.38461538461539,28.2,5.471292557930639,0.9789095647873522,0.9618238513874008,5.2624196801360705
2020 to 2022,United Kingdom,Female,11,45 to 49,0.758559361346104,38.73015873015873,24.4,5.214098711683036,0.9829229140033736,0.9415385677637355,4.909275033176784
2020 to 2022,United Kingdom,Female,12,50 to 54,0.72882469295959,34.09836065573771,20.8,4.9124345141772885,0.9896377254896925,0.9254598326728937,4.546260823507061
2020 to 2022,United Kingdom,Female,13,55 to 59,0.7011694911579,29.49152542372881,17.4,4.496705013245403,1.0033132136602494,0.915869963838474,4.118397057873352
2020 to 2022,United Kingdom,Female,14,60 to 64,0.669121688831566,24.912280701754387,14.2,4.182660764150096,1.0089638022727752,0.9189044367136757,3.8434655334457366
2020 to 2022,United Kingdom,Female,15,65 to 69,0.644094571038864,20.545454545454547,11.3,4.966886393205739,0.9419599347871371,0.9271413143919529,4.605005579032275
2020 to 2022,United Kingdom,Female,16,70 to 74,0.612177768144369,16.53846153846154,8.6,5.004914750988286,0.9075577799978953,0.8733299720431046,4.370942059558722
2020 to 2022,United Kingdom,Female,17,75 to 79,0.5558816304911,12.708333333333334,6.1,5.047731461593925,0.8034289767921821,0.792597410633064,4.000818886030396
2020 to 2022,United Kingdom,Female,18,80 to 84,0.484591812797702,9.534883720930232,4.1,4.558140578064305,0.7273701516496355,0.6367957266330556,2.9026044415040753
2020 to 2022,United Kingdom,Female,19,85 to 89,0.41029568371352,6.842105263157895,2.6,3.404276148024027,0.8021601268645692,0.4631862042509255,1.5768137472252108
2020 to 2022,United Kingdom,Female,20,90+,0.345614497954795,4.285714285714286,1.5,4.285714285714286,0.0,0.37154950436384065,1.5923550187021742
2020 to 2022,United Kingdom,Male,1,<1,0.946540318087881,78.48101265822785,62.0,-2.842170943040401e-14,1.01141924959217,1.0,-2.842170943040401e-14
2020 to 2022,United Kingdom,Male,2,01 to 04,0.942806850444761,77.59493670886076,61.3,4.766073202502511,0.986224193315268,1.01141924959217,4.820498181976441
2020 to 2022,United Kingdom,Male,3,05 to 09,0.935532913274014,73.84615384615384,57.6,4.461116063602034,1.0099523457951776,0.9974861335325717,4.449901413522439
2020 to 2022,United Kingdom,Male,4,10 to 14,0.927213772329825,68.7012987012987,52.9,7.753494302173571,0.9463944782472845,1.0074134604593825,7.810974525604783
2020 to 2022,United Kingdom,Male,5,15 to 19,0.913387352922207,64.4,48.3,3.714227071042089,1.0252847481148142,0.9534105362907487,3.5411832237078547
2020 to 2022,United Kingdom,Male,6,20 to 24,0.893653174693327,59.189189189189186,43.8,3.6167455535222857,1.029641722183676,0.9775172815508701,3.5354312815403017
2020 to 2022,United Kingdom,Male,7,25 to 29,0.880711701326511,53.97260273972603,39.4,6.323245837319071,0.9611091875201403,1.0064925772403432,6.364299999327544
2020 to 2022,United Kingdom,Male,8,30 to 34,0.865693750376427,49.5774647887324,35.2,5.643623029562718,0.9778822843170026,0.9673492631565184,5.459354579180653
2020 to 2022,United Kingdom,Male,9,35 to 39,0.84616329994479,44.927536231884055,31.0,5.100669236550928,0.9882963291434518,0.9459537071878655,4.82499697345445
